objid,filepath,caption
587732577222787441,data/labels/thumbs/56493.jpg,elliptical galaxy with a conspicuous bulge
587739098058260640,data/labels/thumbs/117995.jpg,"elliptical galaxy with disturbed morphology, with a prominent bulge"
587732702314299727,data/labels/thumbs/59769.jpg,spiral galaxy with a noticeable bulge
587725492136313126,data/labels/thumbs/8113.jpg,"elliptical galaxy with a ring, with a modest bulge"
587726015620841678,data/labels/thumbs/15944.jpg,elliptical galaxy
587725503946686565,data/labels/thumbs/8265.jpg,elliptical galaxy with a prominent bulge
587739459373039804,data/labels/thumbs/129791.jpg,elliptical galaxy
587739153892442346,data/labels/thumbs/259402.jpg,barred irregular galaxy
587736524299108484,data/labels/thumbs/90074.jpg,"elliptical galaxy with a ring structure, with a noticeable bulge"
587734623243141191,data/labels/thumbs/73717.jpg,elliptical galaxy with a prominent bulge
588848898827354232,data/labels/thumbs/241687.jpg,elliptical galaxy
587742060531613832,data/labels/thumbs/166276.jpg,irregular galaxy with a prominent bulge
587729157903876268,data/labels/thumbs/30283.jpg,"elliptical galaxy with a central bar, with a very large bulge"
587739629558104223,data/labels/thumbs/133163.jpg,elliptical galaxy with a prominent rounded bulge
587726032775938164,data/labels/thumbs/18519.jpg,rounded/cigar-shaped elliptical galaxy with a lens/arc feature
587729387684626568,data/labels/thumbs/35070.jpg,rounded/cigar-shaped barred elliptical galaxy with a small or non-existent bulge
587735666396103019,data/labels/thumbs/85521.jpg,elliptical galaxy
587732771591356583,data/labels/thumbs/62601.jpg,elliptical galaxy with a modest rounded bulge
587735428545511530,data/labels/thumbs/82360.jpg,"elliptical galaxy seen edge-on, with dust lanes"
587742627990732974,data/labels/thumbs/179370.jpg,elliptical galaxy with a ring
587739380992442398,data/labels/thumbs/124721.jpg,elliptical galaxy
587733605868503261,data/labels/thumbs/71528.jpg,elliptical galaxy with a prominent bulge
587731512612356113,data/labels/thumbs/283553.jpg,"elliptical galaxy with a central bar, with dust lanes, with a conspicuous round bulge"
588013382208651420,data/labels/thumbs/203638.jpg,rounded/cigar-shaped barred edge-on elliptical galaxy with a prominent rounded bulge
587732771578380440,data/labels/thumbs/62354.jpg,elliptical galaxy with a ring structure
587725492135002203,data/labels/thumbs/8093.jpg,"elliptical galaxy with a ring, with a modest bulge"
588015508216873146,data/labels/thumbs/290268.jpg,elliptical galaxy with a conspicuous round bulge
587742595231383672,data/labels/thumbs/177389.jpg,elliptical galaxy with a prominent bulge
587742191523070056,data/labels/thumbs/171308.jpg,elliptical galaxy
587725551216754733,data/labels/thumbs/9534.jpg,"elliptical galaxy with a ring, with a lens/arc feature, with a prominent bulge"
587739153892573411,data/labels/thumbs/120755.jpg,elliptical galaxy
587739607547314314,data/labels/thumbs/131187.jpg,rounded/cigar-shaped spiral galaxy
587734950205456505,data/labels/thumbs/77412.jpg,rounded/cigar-shaped elliptical galaxy seen edge-on
587741600415350932,data/labels/thumbs/153840.jpg,barred elliptical galaxy
587742609993826447,data/labels/thumbs/177529.jpg,elliptical galaxy with a very large bulge
587742012761440455,data/labels/thumbs/264255.jpg,rounded/cigar-shaped edge-on elliptical galaxy
587730023330152621,data/labels/thumbs/42049.jpg,elliptical galaxy with a noticeable round bulge
587736619858133118,data/labels/thumbs/95717.jpg,elliptical galaxy
588017721716375557,data/labels/thumbs/220778.jpg,"elliptical galaxy with a central bar, with a ring structure"
588010359624827028,data/labels/thumbs/196685.jpg,spiral galaxy with a prominent bulge
587742865278238818,data/labels/thumbs/184080.jpg,elliptical galaxy with a ring structure
587722983907328344,data/labels/thumbs/1626.jpg,elliptical galaxy with a dominant rounded bulge
588017604163928209,data/labels/thumbs/211795.jpg,elliptical galaxy
587739376702980260,data/labels/thumbs/123674.jpg,rounded/cigar-shaped elliptical galaxy
587739812095983773,data/labels/thumbs/141682.jpg,elliptical galaxy with a very large bulge
588011218061885581,data/labels/thumbs/201232.jpg,elliptical galaxy with a dominant bulge
587739406768078988,data/labels/thumbs/126642.jpg,elliptical galaxy
587733399186047312,data/labels/thumbs/66615.jpg,elliptical galaxy with a dust lane
587732134310248624,data/labels/thumbs/51298.jpg,elliptical galaxy
588848899374711007,data/labels/thumbs/242571.jpg,elliptical galaxy
587722982291472386,data/labels/thumbs/393.jpg,"elliptical galaxy with signs of disturbance, with a conspicuous round bulge"
587729158434193606,data/labels/thumbs/30451.jpg,elliptical galaxy
587735662626668661,data/labels/thumbs/84100.jpg,elliptical galaxy with a conspicuous bulge
587735490818670621,data/labels/thumbs/83144.jpg,elliptical galaxy with a ring
587725577497084154,data/labels/thumbs/246830.jpg,irregular galaxy with a conspicuous bulge
587731512606326967,data/labels/thumbs/283297.jpg,spiral galaxy with a prominent bulge
587741727121080463,data/labels/thumbs/159547.jpg,elliptical galaxy with a conspicuous bulge
587732771051929763,data/labels/thumbs/61987.jpg,"rounded/cigar-shaped barred elliptical galaxy with a dust lane, with a lens/arc feature, with a modest boxy bulge"
588010358547153094,data/labels/thumbs/195682.jpg,elliptical galaxy with a conspicuous bulge
587726031724609676,data/labels/thumbs/17620.jpg,"elliptical galaxy with a ring, with a modest bulge"
587736619863835005,data/labels/thumbs/95846.jpg,"rounded/cigar-shaped elliptical galaxy with a central bar, with a noticeable round bulge"
587736478133911774,data/labels/thumbs/255870.jpg,elliptical galaxy with a prominent bulge
587735744223772906,data/labels/thumbs/88224.jpg,"elliptical galaxy with dust lanes, with a very large round bulge"
587734949654233463,data/labels/thumbs/77063.jpg,elliptical galaxy
587735664777167054,data/labels/thumbs/84488.jpg,elliptical galaxy
588017703465648154,data/labels/thumbs/217097.jpg,elliptical galaxy
587739845392728470,data/labels/thumbs/262347.jpg,rounded/cigar-shaped elliptical galaxy with a conspicuous bulge
587734623237112185,data/labels/thumbs/254168.jpg,elliptical galaxy with a small or non-existent bulge
587734305416282350,data/labels/thumbs/287319.jpg,"elliptical galaxy with a lens/arc feature, with a conspicuous bulge"
587739811567239394,data/labels/thumbs/141544.jpg,"barred elliptical galaxy with disturbed morphology, with a prominent rounded bulge"
587741602560344173,data/labels/thumbs/155011.jpg,elliptical galaxy with a conspicuous bulge
587735344260579536,data/labels/thumbs/79680.jpg,"rounded/cigar-shaped elliptical galaxy with a ring, with a small or non-existent bulge"
587732048940957857,data/labels/thumbs/49748.jpg,elliptical galaxy with a conspicuous bulge
587725041163960422,data/labels/thumbs/4722.jpg,"rounded/cigar-shaped elliptical galaxy with a ring, with a prominent bulge"
587724650337403069,data/labels/thumbs/3457.jpg,elliptical galaxy
588297865253552243,data/labels/thumbs/240281.jpg,edge-on elliptical galaxy
587732482206531669,data/labels/thumbs/53822.jpg,"elliptical galaxy with signs of disturbance, with a noticeable bulge"
587733604258152716,data/labels/thumbs/70464.jpg,elliptical galaxy with a prominent rounded bulge
587741727654543388,data/labels/thumbs/159681.jpg,"spiral galaxy with a central bar, with a ring structure"
588017977842073988,data/labels/thumbs/226442.jpg,elliptical galaxy with a modest bulge
587745402535346351,data/labels/thumbs/187391.jpg,elliptical galaxy
588016879899836715,data/labels/thumbs/206444.jpg,elliptical galaxy
587741721753223356,data/labels/thumbs/158055.jpg,"elliptical galaxy with a lens/arc feature, with a conspicuous bulge"
588015508200751249,data/labels/thumbs/289539.jpg,barred elliptical galaxy with a prominent bulge
587739166237851766,data/labels/thumbs/121573.jpg,elliptical galaxy with a conspicuous round bulge
587742189377028196,data/labels/thumbs/170098.jpg,"elliptical galaxy with disturbed morphology, with a prominent bulge"
587736479201493135,data/labels/thumbs/89708.jpg,elliptical galaxy with a very large bulge
588013383272693940,data/labels/thumbs/204330.jpg,elliptical galaxy with a prominent bulge
587732484342415608,data/labels/thumbs/55686.jpg,elliptical galaxy
587731868019654768,data/labels/thumbs/46059.jpg,elliptical galaxy
587733397574385826,data/labels/thumbs/65775.jpg,elliptical galaxy with a noticeable bulge
587725502873469085,data/labels/thumbs/8170.jpg,"elliptical galaxy with disturbed morphology, with a prominent rounded bulge"
588017702412681493,data/labels/thumbs/216098.jpg,elliptical galaxy with a conspicuous bulge
588016528244342953,data/labels/thumbs/269280.jpg,"elliptical galaxy with a ring, with a small or non-existent bulge"
587735240100610183,data/labels/thumbs/78651.jpg,elliptical galaxy with a conspicuous bulge
587736976348610756,data/labels/thumbs/103565.jpg,"elliptical galaxy with disturbed morphology, with a prominent bulge"
587731870172381304,data/labels/thumbs/47001.jpg,elliptical galaxy with a conspicuous bulge
587736477055451402,data/labels/thumbs/88559.jpg,elliptical galaxy with a prominent bulge
587728309634597010,data/labels/thumbs/23690.jpg,elliptical galaxy with a noticeable round bulge
588848899897950369,data/labels/thumbs/243049.jpg,"barred edge-on elliptical galaxy with disturbed morphology, with a prominent bulge"
587735666916327522,data/labels/thumbs/255450.jpg,elliptical galaxy with a noticeable bulge
587742061086376062,data/labels/thumbs/167272.jpg,elliptical galaxy
587742610266849619,data/labels/thumbs/177612.jpg,elliptical galaxy
587728668803793232,data/labels/thumbs/24193.jpg,elliptical galaxy with a prominent bulge
587736586047062263,data/labels/thumbs/94755.jpg,rounded/cigar-shaped spiral galaxy with a conspicuous round bulge
588017991223345252,data/labels/thumbs/230347.jpg,interacting/merging elliptical galaxy with a prominent bulge
587733410457911661,data/labels/thumbs/67218.jpg,"elliptical galaxy with a ring structure, with a very large bulge"
587738568705966195,data/labels/thumbs/112010.jpg,elliptical galaxy with a dominant bulge
587729776902340828,data/labels/thumbs/38992.jpg,"rounded/cigar-shaped elliptical galaxy in a merger, seen edge-on"
587745403617607780,data/labels/thumbs/187978.jpg,elliptical galaxy with a prominent bulge
587739651569549429,data/labels/thumbs/134606.jpg,elliptical galaxy with a conspicuous bulge
588016879904161940,data/labels/thumbs/206527.jpg,"elliptical galaxy with disturbed morphology, with a dominant bulge"
587724650874929209,data/labels/thumbs/3683.jpg,irregular galaxy
587739115237408991,data/labels/thumbs/118773.jpg,elliptical galaxy with a prominent bulge
587739707413823617,data/labels/thumbs/135890.jpg,elliptical galaxy with a conspicuous round bulge
587736942522400934,data/labels/thumbs/102373.jpg,elliptical galaxy with a modest bulge
587742626912075825,data/labels/thumbs/178979.jpg,elliptical galaxy
588010880382795906,data/labels/thumbs/199055.jpg,"elliptical galaxy with disturbed morphology, with a modest bulge"
587726015625560324,data/labels/thumbs/15995.jpg,elliptical galaxy with a conspicuous bulge
588018056191410369,data/labels/thumbs/232723.jpg,elliptical galaxy
587728947975290991,data/labels/thumbs/28254.jpg,elliptical galaxy with a conspicuous bulge
588015510345220223,data/labels/thumbs/294390.jpg,elliptical galaxy with a prominent bulge
587734622698275052,data/labels/thumbs/73286.jpg,elliptical galaxy with a conspicuous bulge
587732577229406405,data/labels/thumbs/252176.jpg,rounded/cigar-shaped edge-on elliptical galaxy
587745541059117163,data/labels/thumbs/189081.jpg,elliptical galaxy with a ring structure
587739157113339908,data/labels/thumbs/120968.jpg,rounded/cigar-shaped edge-on elliptical galaxy with a prominent rounded bulge
587742573761527922,data/labels/thumbs/174822.jpg,"elliptical galaxy with a ring structure, with dust lanes, with signs of disturbance"
587741531716190330,data/labels/thumbs/151580.jpg,elliptical galaxy with a prominent bulge
588023669706326168,data/labels/thumbs/236989.jpg,"elliptical galaxy with a ring structure, with a conspicuous bulge"
587738410865983510,data/labels/thumbs/110922.jpg,elliptical galaxy with a modest bulge
588297865267839068,data/labels/thumbs/240502.jpg,elliptical galaxy with a noticeable bulge
587735694837940265,data/labels/thumbs/86062.jpg,elliptical galaxy with a prominent bulge
587739843773792295,data/labels/thumbs/144364.jpg,elliptical galaxy with signs of disturbance
587729970182029526,data/labels/thumbs/40372.jpg,"elliptical galaxy with disturbed morphology, with a prominent bulge"
587727942960611408,data/labels/thumbs/22277.jpg,elliptical galaxy
587736477059514648,data/labels/thumbs/88671.jpg,rounded/cigar-shaped elliptical galaxy with a ring
587742013293789246,data/labels/thumbs/163282.jpg,elliptical galaxy with a noticeable bulge
587725818036486283,data/labels/thumbs/13177.jpg,elliptical galaxy
587729158440616025,data/labels/thumbs/30583.jpg,elliptical galaxy with a very large bulge
587725773997736013,data/labels/thumbs/11628.jpg,elliptical galaxy
587732578831106533,data/labels/thumbs/57338.jpg,elliptical galaxy
587736915678593357,data/labels/thumbs/100303.jpg,elliptical galaxy with a prominent bulge
587736541476880494,data/labels/thumbs/90731.jpg,elliptical galaxy with a conspicuous bulge
588015508757676193,data/labels/thumbs/291594.jpg,elliptical galaxy with a modest bulge
587729228764807419,data/labels/thumbs/32831.jpg,elliptical galaxy with a ring structure
587729228224856207,data/labels/thumbs/32616.jpg,interacting/merging elliptical galaxy with a prominent bulge
588018253764821187,data/labels/thumbs/234658.jpg,elliptical galaxy with a noticeable bulge
587741709397852208,data/labels/thumbs/156760.jpg,elliptical galaxy with a prominent bulge
587742012744532080,data/labels/thumbs/162484.jpg,rounded/cigar-shaped elliptical galaxy with a noticeable round bulge
587725816951013536,data/labels/thumbs/12388.jpg,barred elliptical galaxy
587733609631252724,data/labels/thumbs/72363.jpg,elliptical galaxy
587729157902303368,data/labels/thumbs/30243.jpg,elliptical galaxy with a ring
587739827665961054,data/labels/thumbs/142801.jpg,elliptical galaxy with a very large bulge
587741489834885234,data/labels/thumbs/150142.jpg,irregular galaxy with a modest bulge
587742772943716459,data/labels/thumbs/180684.jpg,rounded/cigar-shaped spiral galaxy with signs of disturbance
587733409910423696,data/labels/thumbs/66920.jpg,elliptical galaxy
587742013302702348,data/labels/thumbs/163456.jpg,"elliptical galaxy with a lens/arc feature, with a very large bulge"
588015510343647386,data/labels/thumbs/294314.jpg,elliptical galaxy with disturbed morphology
587726032774758557,data/labels/thumbs/18501.jpg,elliptical galaxy
587736975805841654,data/labels/thumbs/103169.jpg,elliptical galaxy with a prominent bulge
588007003634794618,data/labels/thumbs/190615.jpg,elliptical galaxy with a ring structure
587738952028389633,data/labels/thumbs/117074.jpg,interacting/merging elliptical galaxy
588017991232127200,data/labels/thumbs/230499.jpg,rounded/cigar-shaped elliptical galaxy
587744873715073220,data/labels/thumbs/266948.jpg,elliptical galaxy
587742190448476296,data/labels/thumbs/170683.jpg,elliptical galaxy with a noticeable bulge
587742061602734254,data/labels/thumbs/167769.jpg,"elliptical galaxy with a ring, with a modest bulge"
587729388225953915,data/labels/thumbs/35469.jpg,elliptical galaxy with a faint or not prominent bulge
587739303139672071,data/labels/thumbs/122368.jpg,elliptical galaxy with a small or non-existent bulge
588018253758660718,data/labels/thumbs/234563.jpg,elliptical galaxy with a faint or not prominent round bulge
587741709423018017,data/labels/thumbs/157106.jpg,elliptical galaxy with a prominent bulge
587741726039212197,data/labels/thumbs/159016.jpg,elliptical galaxy with a noticeable bulge
588016878829895876,data/labels/thumbs/269387.jpg,elliptical galaxy with a modest bulge
587742567852277890,data/labels/thumbs/173398.jpg,elliptical galaxy with a conspicuous bulge
587733398096183478,data/labels/thumbs/65845.jpg,irregular galaxy with a small or non-existent bulge
587736618787537162,data/labels/thumbs/95219.jpg,"elliptical galaxy with signs of disturbance, with a conspicuous bulge"
588017991772274921,data/labels/thumbs/231037.jpg,irregular galaxy with a small or non-existent bulge
587739844854088057,data/labels/thumbs/144934.jpg,spiral galaxy
587731889502683384,data/labels/thumbs/48605.jpg,elliptical galaxy with a modest bulge
587733399708106826,data/labels/thumbs/66700.jpg,elliptical galaxy with a conspicuous bulge
587733079200694401,data/labels/thumbs/63705.jpg,rounded/cigar-shaped edge-on elliptical galaxy with a ring
588017702920585382,data/labels/thumbs/216181.jpg,elliptical galaxy with signs of disturbance
587739304753889346,data/labels/thumbs/122947.jpg,"elliptical galaxy with a ring, with a modest bulge"
587724648722464836,data/labels/thumbs/2551.jpg,elliptical galaxy
587741532253061155,data/labels/thumbs/152028.jpg,elliptical galaxy with a ring
587731185120444593,data/labels/thumbs/276184.jpg,"elliptical galaxy with dust lanes, with a conspicuous bulge"
587725816953831539,data/labels/thumbs/12440.jpg,elliptical galaxy
587732134312804473,data/labels/thumbs/51366.jpg,elliptical galaxy with a ring structure
588017704531656793,data/labels/thumbs/270793.jpg,rounded/cigar-shaped edge-on interacting/merging elliptical galaxy
587739459372187780,data/labels/thumbs/129776.jpg,elliptical galaxy with a noticeable bulge
587733397572747414,data/labels/thumbs/65728.jpg,elliptical galaxy with a modest rounded bulge
587725819103477992,data/labels/thumbs/13640.jpg,"elliptical galaxy with signs of disturbance, with a faint or not prominent bulge"
588016526098497670,data/labels/thumbs/205217.jpg,elliptical galaxy
587724649255534689,data/labels/thumbs/2759.jpg,elliptical galaxy with a conspicuous bulge
588023669168537869,data/labels/thumbs/236724.jpg,elliptical galaxy with a modest bulge
587739721381576942,data/labels/thumbs/139082.jpg,rounded/cigar-shaped elliptical galaxy with a noticeable bulge
587742061629014278,data/labels/thumbs/168182.jpg,rounded/cigar-shaped edge-on elliptical galaxy
587738411401478200,data/labels/thumbs/111151.jpg,elliptical galaxy with a faint or not prominent round bulge
587735042539978944,data/labels/thumbs/77572.jpg,elliptical galaxy
588017978358300686,data/labels/thumbs/226813.jpg,elliptical galaxy
587732592255041721,data/labels/thumbs/59088.jpg,"elliptical galaxy with a dust lane, with disturbed morphology, with a modest bulge"
588007003919351879,data/labels/thumbs/190802.jpg,"rounded/cigar-shaped elliptical galaxy seen edge-on, with a conspicuous round bulge"
587739408386162821,data/labels/thumbs/128806.jpg,elliptical galaxy with a modest bulge
587731513154011230,data/labels/thumbs/284441.jpg,elliptical galaxy with a noticeable bulge
588848900441899063,data/labels/thumbs/244011.jpg,elliptical galaxy
587741707807227912,data/labels/thumbs/155862.jpg,elliptical galaxy
587725551206269029,data/labels/thumbs/9391.jpg,"elliptical galaxy with a ring, with a prominent boxy bulge"
587732702313709810,data/labels/thumbs/59761.jpg,"elliptical galaxy with a ring structure, with a conspicuous round bulge"
587739295087198289,data/labels/thumbs/121937.jpg,rounded/cigar-shaped spiral galaxy with a prominent rounded bulge
587742775096115342,data/labels/thumbs/182060.jpg,"rounded/cigar-shaped irregular galaxy with a central bar, with a noticeable bulge"
587735344259727524,data/labels/thumbs/79672.jpg,elliptical galaxy with a prominent bulge
588297863657685116,data/labels/thumbs/239377.jpg,irregular galaxy with a conspicuous bulge
588298663038025903,data/labels/thumbs/240966.jpg,elliptical galaxy with a prominent bulge
587739505549115494,data/labels/thumbs/130484.jpg,elliptical galaxy with a conspicuous bulge
587741708346261666,data/labels/thumbs/156350.jpg,elliptical galaxy with a modest bulge
588298662505808052,data/labels/thumbs/240878.jpg,elliptical galaxy
587742189897842812,data/labels/thumbs/170168.jpg,elliptical galaxy
587739407314649261,data/labels/thumbs/127508.jpg,"elliptical galaxy with a ring structure, with signs of disturbance, with a noticeable bulge"
587735347493863683,data/labels/thumbs/80405.jpg,rounded/cigar-shaped barred elliptical galaxy with a lens/arc feature
587741727123570830,data/labels/thumbs/159586.jpg,elliptical galaxy with a noticeable bulge
587738568175255758,data/labels/thumbs/111865.jpg,elliptical galaxy with a dominant bulge
587745969465524673,data/labels/thumbs/189146.jpg,elliptical galaxy
587733080816025761,data/labels/thumbs/64528.jpg,edge-on elliptical galaxy with a prominent rounded bulge
588011124119306288,data/labels/thumbs/200526.jpg,"elliptical galaxy with a ring structure, with a conspicuous round bulge"
587731185133224056,data/labels/thumbs/276711.jpg,irregular galaxy
588298664117272748,data/labels/thumbs/241382.jpg,"elliptical galaxy with a ring structure, with a conspicuous round bulge"
587735348564787211,data/labels/thumbs/81316.jpg,elliptical galaxy with a prominent rounded bulge
587735667450380515,data/labels/thumbs/85822.jpg,elliptical galaxy with a very large bulge
587736619327422935,data/labels/thumbs/95629.jpg,elliptical galaxy with a prominent bulge
587731680657014950,data/labels/thumbs/45802.jpg,elliptical galaxy with a very large bulge
588017721713164429,data/labels/thumbs/271029.jpg,elliptical galaxy
587729748447985929,data/labels/thumbs/37487.jpg,elliptical galaxy with a conspicuous bulge
587729386076307561,data/labels/thumbs/34068.jpg,elliptical galaxy
587739828202373159,data/labels/thumbs/143264.jpg,"elliptical galaxy with a ring structure, with a noticeable bulge"
588018055666860585,data/labels/thumbs/232578.jpg,"elliptical galaxy with a lens/arc feature, with a modest bulge"
587732578312781977,data/labels/thumbs/57321.jpg,"elliptical galaxy with a central bar, with a conspicuous bulge"
587742616706678896,data/labels/thumbs/178943.jpg,elliptical galaxy
587741601498136588,data/labels/thumbs/154565.jpg,elliptical galaxy with a conspicuous bulge
587741816787107980,data/labels/thumbs/160534.jpg,rounded/cigar-shaped edge-on spiral galaxy
587729408084934820,data/labels/thumbs/249688.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a central bar, with dust lanes, with a faint or not prominent bulge"
587739706878263510,data/labels/thumbs/135464.jpg,rounded/cigar-shaped edge-on spiral galaxy with disturbed morphology
587725993036022018,data/labels/thumbs/247200.jpg,"rounded/cigar-shaped galaxy seen edge-on, with a faint or not prominent bulge"
587731886273069409,data/labels/thumbs/48026.jpg,"rounded/cigar-shaped edge-on spiral galaxy with loosely wound arms, with 1 spiral arm, with a prominent rounded bulge"
588018055651000504,data/labels/thumbs/272361.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587731892188151879,data/labels/thumbs/49414.jpg,rounded/cigar-shaped edge-on interacting/merging galaxy
587732702314758616,data/labels/thumbs/252520.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587733431919509882,data/labels/thumbs/68682.jpg,rounded/cigar-shaped edge-on spiral galaxy with disturbed morphology
587736809912926377,data/labels/thumbs/256765.jpg,"rounded/cigar-shaped galaxy seen edge-on, with signs of disturbance"
587735696449863806,data/labels/thumbs/86794.jpg,rounded/cigar-shaped edge-on spiral galaxy with disturbed morphology
587732578844344559,data/labels/thumbs/57570.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a ring structure"
587741602037825700,data/labels/thumbs/154946.jpg,rounded/cigar-shaped edge-on spiral galaxy with a small or non-existent rounded bulge
588018254294941810,data/labels/thumbs/234753.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a noticeable round bulge"
587742550677323904,data/labels/thumbs/172007.jpg,"rounded/cigar-shaped edge-on spiral galaxy with a ring, with a prominent rounded bulge"
588015507671351371,data/labels/thumbs/288628.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a central bar, with a ring structure, with a faint or not prominent round bulge"
587725469059973278,data/labels/thumbs/246327.jpg,"rounded/cigar-shaped barred edge-on spiral galaxy with a dust lane, with a prominent rounded bulge"
587731889501831361,data/labels/thumbs/48570.jpg,"rounded/cigar-shaped galaxy seen edge-on, with a faint or not prominent round bulge"
588015508749680782,data/labels/thumbs/291352.jpg,"rounded/cigar-shaped edge-on spiral galaxy with a dust lane, with a modest rounded bulge"
587738615951589410,data/labels/thumbs/113863.jpg,"galaxy seen edge-on, with a conspicuous round bulge"
587742577531814030,data/labels/thumbs/176467.jpg,rounded/cigar-shaped edge-on spiral galaxy
587739708495233353,data/labels/thumbs/136968.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a noticeable round bulge"
588017702944637145,data/labels/thumbs/216614.jpg,rounded/cigar-shaped edge-on spiral galaxy with a prominent rounded bulge
587735343191425169,data/labels/thumbs/79390.jpg,"rounded/cigar-shaped galaxy seen edge-on, with a faint or not prominent bulge"
587735695909912783,data/labels/thumbs/86519.jpg,rounded/cigar-shaped edge-on spiral galaxy with a modest rounded bulge
587733080818254009,data/labels/thumbs/64566.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a central bar, with a noticeable round bulge"
587726031715369115,data/labels/thumbs/247613.jpg,"rounded/cigar-shaped edge-on spiral galaxy with a dust lane, with a modest bulge"
587739407317794931,data/labels/thumbs/127543.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a conspicuous round bulge"
587729160049000617,data/labels/thumbs/31859.jpg,rounded/cigar-shaped edge-on spiral galaxy with a modest rounded bulge
587739646743281830,data/labels/thumbs/261021.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587738067269058812,data/labels/thumbs/108252.jpg,rounded/cigar-shaped edge-on spiral galaxy with a small or non-existent rounded bulge
587735428541644858,data/labels/thumbs/82320.jpg,"rounded/cigar-shaped galaxy seen edge-on, with signs of disturbance"
587732590645149861,data/labels/thumbs/58804.jpg,rounded/cigar-shaped edge-on spiral galaxy
587726101494890819,data/labels/thumbs/21071.jpg,"rounded/cigar-shaped spiral galaxy with loosely wound spiral arms, with a pair of spiral arms, in a merger, seen edge-on, with a noticeable round bulge"
588010359080222875,data/labels/thumbs/268153.jpg,rounded/cigar-shaped edge-on spiral galaxy
587734948584030466,data/labels/thumbs/254502.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a faint or not prominent bulge"
587738946142077085,data/labels/thumbs/114829.jpg,rounded/cigar-shaped edge-on spiral galaxy
587731887343927520,data/labels/thumbs/48355.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a noticeable round bulge"
588016878822162686,data/labels/thumbs/206124.jpg,rounded/cigar-shaped barred edge-on spiral galaxy with a modest rounded bulge
587739707957575911,data/labels/thumbs/136541.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587735744227901715,data/labels/thumbs/255752.jpg,"rounded/cigar-shaped edge-on spiral galaxy with a dust lane, with a small or non-existent rounded bulge"
587732771048325249,data/labels/thumbs/61946.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587734622705090730,data/labels/thumbs/73431.jpg,rounded/cigar-shaped edge-on spiral galaxy
587733409908326561,data/labels/thumbs/66889.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587734893829750911,data/labels/thumbs/76030.jpg,rounded/cigar-shaped edge-on spiral galaxy with a modest bulge
588017979443577036,data/labels/thumbs/228700.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a faint or not prominent round bulge"
588017990686802085,data/labels/thumbs/229924.jpg,"rounded/cigar-shaped edge-on spiral galaxy with a ring, with a prominent rounded bulge"
587739707406549191,data/labels/thumbs/135705.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a ring structure, with a noticeable round bulge"
587725470671306952,data/labels/thumbs/7262.jpg,rounded/cigar-shaped edge-on interacting/merging galaxy with a modest bulge
587741533849256132,data/labels/thumbs/153212.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587742774567764070,data/labels/thumbs/181840.jpg,rounded/cigar-shaped edge-on irregular galaxy
587722981746540704,data/labels/thumbs/68.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587726015630344588,data/labels/thumbs/16102.jpg,rounded/cigar-shaped edge-on spiral galaxy with disturbed morphology
587728932417437868,data/labels/thumbs/28103.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with signs of disturbance, with a conspicuous round bulge"
587742014348460171,data/labels/thumbs/164263.jpg,rounded/cigar-shaped edge-on spiral galaxy with a prominent rounded bulge
587729652892762712,data/labels/thumbs/36970.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a faint or not prominent round bulge"
587731680649019647,data/labels/thumbs/45699.jpg,rounded/cigar-shaped edge-on spiral galaxy with disturbed morphology
587741490371166352,data/labels/thumbs/150528.jpg,rounded/cigar-shaped spiral galaxy seen edge-on
587729752747803006,data/labels/thumbs/249943.jpg,edge-on spiral galaxy with a dust lane
588017947750170722,data/labels/thumbs/271444.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a central bar, with dust lanes"
588015509278228570,data/labels/thumbs/292294.jpg,"rounded/cigar-shaped edge-on spiral galaxy with a dust lane, with a small or non-existent rounded bulge"
587736619867767004,data/labels/thumbs/95927.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with a central bar, with a very large round bulge"
587731521739096277,data/labels/thumbs/44825.jpg,rounded/cigar-shaped edge-on spiral galaxy with a ring
588010880372310121,data/labels/thumbs/268480.jpg,"rounded/cigar-shaped spiral galaxy seen edge-on, with dust lanes, with a noticeable round bulge"
